,artist,track,date_entered,wk,rank
1732,Jay-Z,I Just Wanna Love U ...,2000-10-28,6,19.0
2049,Jay-Z,I Just Wanna Love U ...,2000-10-28,7,14.0
2366,Jay-Z,I Just Wanna Love U ...,2000-10-28,8,14.0
2683,Jay-Z,I Just Wanna Love U ...,2000-10-28,9,13.0
3000,Jay-Z,I Just Wanna Love U ...,2000-10-28,10,11.0
3317,Jay-Z,I Just Wanna Love U ...,2000-10-28,11,12.0
3634,Jay-Z,I Just Wanna Love U ...,2000-10-28,12,12.0
3951,Jay-Z,I Just Wanna Love U ...,2000-10-28,13,12.0
4268,Jay-Z,I Just Wanna Love U ...,2000-10-28,14,15.0
4585,Jay-Z,I Just Wanna Love U ...,2000-10-28,15,15.0
4902,Jay-Z,I Just Wanna Love U ...,2000-10-28,16,19.0
5219,Jay-Z,I Just Wanna Love U ...,2000-10-28,17,24.0
5536,Jay-Z,I Just Wanna Love U ...,2000-10-28,18,28.0
5853,Jay-Z,I Just Wanna Love U ...,2000-10-28,19,29.0
6170,Jay-Z,I Just Wanna Love U ...,2000-10-28,20,30.0
6487,Jay-Z,I Just Wanna Love U ...,2000-10-28,21,40.0
148,"Jean, Wyclef",911,2000-10-07,1,77.0
465,"Jean, Wyclef",911,2000-10-07,2,74.0
782,"Jean, Wyclef",911,2000-10-07,3,64.0
1099,"Jean, Wyclef",911,2000-10-07,4,61.0
1416,"Jean, Wyclef",911,2000-10-07,5,53.0
1733,"Jean, Wyclef",911,2000-10-07,6,48.0
2050,"Jean, Wyclef",911,2000-10-07,7,43.0
2367,"Jean, Wyclef",911,2000-10-07,8,38.0
2684,"Jean, Wyclef",911,2000-10-07,9,42.0
3001,"Jean, Wyclef",911,2000-10-07,10,38.0
3318,"Jean, Wyclef",911,2000-10-07,11,44.0
3635,"Jean, Wyclef",911,2000-10-07,12,49.0
3952,"Jean, Wyclef",911,2000-10-07,13,53.0
4269,"Jean, Wyclef",911,2000-10-07,14,61.0
4586,"Jean, Wyclef",911,2000-10-07,15,66.0
4903,"Jean, Wyclef",911,2000-10-07,16,68.0
5220,"Jean, Wyclef",911,2000-10-07,17,80.0
5537,"Jean, Wyclef",911,2000-10-07,18,85.0
5854,"Jean, Wyclef",911,2000-10-07,19,96.0
149,Joe,I Wanna Know,2000-01-01,1,94.0
466,Joe,I Wanna Know,2000-01-01,2,86.0
783,Joe,I Wanna Know,2000-01-01,3,69.0
1100,Joe,I Wanna Know,2000-01-01,4,50.0
1417,Joe,I Wanna Know,2000-01-01,5,41.0
1734,Joe,I Wanna Know,2000-01-01,6,33.0
2051,Joe,I Wanna Know,2000-01-01,7,32.0
2368,Joe,I Wanna Know,2000-01-01,8,28.0
2685,Joe,I Wanna Know,2000-01-01,9,28.0
3002,Joe,I Wanna Know,2000-01-01,10,27.0
3319,Joe,I Wanna Know,2000-01-01,11,27.0
3636,Joe,I Wanna Know,2000-01-01,12,25.0
3953,Joe,I Wanna Know,2000-01-01,13,23.0
4270,Joe,I Wanna Know,2000-01-01,14,20.0
4587,Joe,I Wanna Know,2000-01-01,15,17.0
4904,Joe,I Wanna Know,2000-01-01,16,15.0
5221,Joe,I Wanna Know,2000-01-01,17,14.0
5538,Joe,I Wanna Know,2000-01-01,18,11.0
5855,Joe,I Wanna Know,2000-01-01,19,11.0
6172,Joe,I Wanna Know,2000-01-01,20,14.0
6489,Joe,I Wanna Know,2000-01-01,21,11.0
6806,Joe,I Wanna Know,2000-01-01,22,11.0
7123,Joe,I Wanna Know,2000-01-01,23,10.0
7440,Joe,I Wanna Know,2000-01-01,24,12.0
7757,Joe,I Wanna Know,2000-01-01,25,10.0
8074,Joe,I Wanna Know,2000-01-01,26,6.0
8391,Joe,I Wanna Know,2000-01-01,27,4.0
8708,Joe,I Wanna Know,2000-01-01,28,5.0
9025,Joe,I Wanna Know,2000-01-01,29,4.0
9342,Joe,I Wanna Know,2000-01-01,30,5.0
9659,Joe,I Wanna Know,2000-01-01,31,5.0
9976,Joe,I Wanna Know,2000-01-01,32,7.0
10293,Joe,I Wanna Know,2000-01-01,33,6.0
10610,Joe,I Wanna Know,2000-01-01,34,8.0
10927,Joe,I Wanna Know,2000-01-01,35,5.0
11244,Joe,I Wanna Know,2000-01-01,36,6.0
11561,Joe,I Wanna Know,2000-01-01,37,9.0
11878,Joe,I Wanna Know,2000-01-01,38,9.0
12195,Joe,I Wanna Know,2000-01-01,39,8.0
12512,Joe,I Wanna Know,2000-01-01,40,14.0
12829,Joe,I Wanna Know,2000-01-01,41,16.0
13146,Joe,I Wanna Know,2000-01-01,42,20.0
13463,Joe,I Wanna Know,2000-01-01,43,32.0
13780,Joe,I Wanna Know,2000-01-01,44,45.0
150,Joe,Treat Her Like A Lad...,2000-08-05,1,77.0
467,Joe,Treat Her Like A Lad...,2000-08-05,2,75.0
784,Joe,Treat Her Like A Lad...,2000-08-05,3,63.0
1101,Joe,Treat Her Like A Lad...,2000-08-05,4,63.0
1418,Joe,Treat Her Like A Lad...,2000-08-05,5,69.0
1735,Joe,Treat Her Like A Lad...,2000-08-05,6,64.0
2052,Joe,Treat Her Like A Lad...,2000-08-05,7,68.0
2369,Joe,Treat Her Like A Lad...,2000-08-05,8,67.0
2686,Joe,Treat Her Like A Lad...,2000-08-05,9,72.0
3003,Joe,Treat Her Like A Lad...,2000-08-05,10,79.0
3320,Joe,Treat Her Like A Lad...,2000-08-05,11,78.0
3637,Joe,Treat Her Like A Lad...,2000-08-05,12,84.0
3954,Joe,Treat Her Like A Lad...,2000-08-05,13,85.0
4271,Joe,Treat Her Like A Lad...,2000-08-05,14,90.0
4588,Joe,Treat Her Like A Lad...,2000-08-05,15,89.0
4905,Joe,Treat Her Like A Lad...,2000-08-05,16,99.0
5222,Joe,Treat Her Like A Lad...,2000-08-05,17,100.0
151,"John, Elton",Someday Out Of The B...,2000-04-22,1,56.0
468,"John, Elton",Someday Out Of The B...,2000-04-22,2,56.0
785,"John, Elton",Someday Out Of The B...,2000-04-22,3,49.0
1102,"John, Elton",Someday Out Of The B...,2000-04-22,4,59.0
1419,"John, Elton",Someday Out Of The B...,2000-04-22,5,67.0
1736,"John, Elton",Someday Out Of The B...,2000-04-22,6,60.0
2053,"John, Elton",Someday Out Of The B...,2000-04-22,7,64.0
2370,"John, Elton",Someday Out Of The B...,2000-04-22,8,73.0
2687,"John, Elton",Someday Out Of The B...,2000-04-22,9,81.0
3004,"John, Elton",Someday Out Of The B...,2000-04-22,10,90.0
3321,"John, Elton",Someday Out Of The B...,2000-04-22,11,93.0
3638,"John, Elton",Someday Out Of The B...,2000-04-22,12,89.0
3955,"John, Elton",Someday Out Of The B...,2000-04-22,13,98.0
4272,"John, Elton",Someday Out Of The B...,2000-04-22,14,94.0
4589,"John, Elton",Someday Out Of The B...,2000-04-22,15,99.0
152,"Jones, Donell",Where I Wanna Be,2000-04-22,1,81.0
469,"Jones, Donell",Where I Wanna Be,2000-04-22,2,71.0
786,"Jones, Donell",Where I Wanna Be,2000-04-22,3,65.0
1103,"Jones, Donell",Where I Wanna Be,2000-04-22,4,50.0
1420,"Jones, Donell",Where I Wanna Be,2000-04-22,5,41.0
1737,"Jones, Donell",Where I Wanna Be,2000-04-22,6,41.0
2054,"Jones, Donell",Where I Wanna Be,2000-04-22,7,36.0
2371,"Jones, Donell",Where I Wanna Be,2000-04-22,8,41.0
2688,"Jones, Donell",Where I Wanna Be,2000-04-22,9,38.0
3005,"Jones, Donell",Where I Wanna Be,2000-04-22,10,35.0
3322,"Jones, Donell",Where I Wanna Be,2000-04-22,11,33.0
3639,"Jones, Donell",Where I Wanna Be,2000-04-22,12,29.0
3956,"Jones, Donell",Where I Wanna Be,2000-04-22,13,36.0
4273,"Jones, Donell",Where I Wanna Be,2000-04-22,14,34.0
4590,"Jones, Donell",Where I Wanna Be,2000-04-22,15,34.0
4907,"Jones, Donell",Where I Wanna Be,2000-04-22,16,40.0
5224,"Jones, Donell",Where I Wanna Be,2000-04-22,17,42.0
5541,"Jones, Donell",Where I Wanna Be,2000-04-22,18,49.0
5858,"Jones, Donell",Where I Wanna Be,2000-04-22,19,55.0
6175,"Jones, Donell",Where I Wanna Be,2000-04-22,20,62.0
153,"Jordan, Montell",Get It On.. Tonite,1999-10-23,1,92.0
470,"Jordan, Montell",Get It On.. Tonite,1999-10-23,2,80.0
787,"Jordan, Montell",Get It On.. Tonite,1999-10-23,3,72.0
1104,"Jordan, Montell",Get It On.. Tonite,1999-10-23,4,69.0
1421,"Jordan, Montell",Get It On.. Tonite,1999-10-23,5,67.0
1738,"Jordan, Montell",Get It On.. Tonite,1999-10-23,6,61.0
2055,"Jordan, Montell",Get It On.. Tonite,1999-10-23,7,54.0
2372,"Jordan, Montell",Get It On.. Tonite,1999-10-23,8,43.0
2689,"Jordan, Montell",Get It On.. Tonite,1999-10-23,9,38.0
3006,"Jordan, Montell",Get It On.. Tonite,1999-10-23,10,24.0
3323,"Jordan, Montell",Get It On.. Tonite,1999-10-23,11,24.0
3640,"Jordan, Montell",Get It On.. Tonite,1999-10-23,12,20.0
3957,"Jordan, Montell",Get It On.. Tonite,1999-10-23,13,19.0
4274,"Jordan, Montell",Get It On.. Tonite,1999-10-23,14,15.0
4591,"Jordan, Montell",Get It On.. Tonite,1999-10-23,15,15.0
4908,"Jordan, Montell",Get It On.. Tonite,1999-10-23,16,5.0
5225,"Jordan, Montell",Get It On.. Tonite,1999-10-23,17,4.0
5542,"Jordan, Montell",Get It On.. Tonite,1999-10-23,18,4.0
5859,"Jordan, Montell",Get It On.. Tonite,1999-10-23,19,7.0
6176,"Jordan, Montell",Get It On.. Tonite,1999-10-23,20,10.0
6493,"Jordan, Montell",Get It On.. Tonite,1999-10-23,21,5.0
6810,"Jordan, Montell",Get It On.. Tonite,1999-10-23,22,9.0
7127,"Jordan, Montell",Get It On.. Tonite,1999-10-23,23,9.0
7444,"Jordan, Montell",Get It On.. Tonite,1999-10-23,24,7.0
7761,"Jordan, Montell",Get It On.. Tonite,1999-10-23,25,9.0
8078,"Jordan, Montell",Get It On.. Tonite,1999-10-23,26,10.0
8395,"Jordan, Montell",Get It On.. Tonite,1999-10-23,27,10.0
8712,"Jordan, Montell",Get It On.. Tonite,1999-10-23,28,15.0
9029,"Jordan, Montell",Get It On.. Tonite,1999-10-23,29,18.0
9346,"Jordan, Montell",Get It On.. Tonite,1999-10-23,30,23.0
9663,"Jordan, Montell",Get It On.. Tonite,1999-10-23,31,30.0
9980,"Jordan, Montell",Get It On.. Tonite,1999-10-23,32,42.0
154,Juvenile,U Understand,2000-02-05,1,85.0
471,Juvenile,U Understand,2000-02-05,2,83.0
788,Juvenile,U Understand,2000-02-05,3,100.0
1105,Juvenile,U Understand,2000-02-05,4,98.0
1422,Juvenile,U Understand,2000-02-05,5,97.0
1739,Juvenile,U Understand,2000-02-05,6,96.0
155,Kandi,Don't Think I'm Not,2000-08-05,1,66.0
472,Kandi,Don't Think I'm Not,2000-08-05,2,66.0
789,Kandi,Don't Think I'm Not,2000-08-05,3,66.0
1106,Kandi,Don't Think I'm Not,2000-08-05,4,61.0
1423,Kandi,Don't Think I'm Not,2000-08-05,5,49.0
1740,Kandi,Don't Think I'm Not,2000-08-05,6,42.0
2057,Kandi,Don't Think I'm Not,2000-08-05,7,36.0
2374,Kandi,Don't Think I'm Not,2000-08-05,8,33.0
2691,Kandi,Don't Think I'm Not,2000-08-05,9,28.0
3008,Kandi,Don't Think I'm Not,2000-08-05,10,24.0
3325,Kandi,Don't Think I'm Not,2000-08-05,11,26.0
3642,Kandi,Don't Think I'm Not,2000-08-05,12,26.0
3959,Kandi,Don't Think I'm Not,2000-08-05,13,28.0
4276,Kandi,Don't Think I'm Not,2000-08-05,14,29.0
4593,Kandi,Don't Think I'm Not,2000-08-05,15,27.0
4910,Kandi,Don't Think I'm Not,2000-08-05,16,31.0
5227,Kandi,Don't Think I'm Not,2000-08-05,17,31.0
5544,Kandi,Don't Think I'm Not,2000-08-05,18,26.0
5861,Kandi,Don't Think I'm Not,2000-08-05,19,25.0
6178,Kandi,Don't Think I'm Not,2000-08-05,20,25.0
6495,Kandi,Don't Think I'm Not,2000-08-05,21,30.0
6812,Kandi,Don't Think I'm Not,2000-08-05,22,40.0
7129,Kandi,Don't Think I'm Not,2000-08-05,23,36.0
7446,Kandi,Don't Think I'm Not,2000-08-05,24,41.0
156,"Keith, Toby",Country Comes To Tow...,2000-08-05,1,82.0
473,"Keith, Toby",Country Comes To Tow...,2000-08-05,2,78.0
790,"Keith, Toby",Country Comes To Tow...,2000-08-05,3,75.0
1107,"Keith, Toby",Country Comes To Tow...,2000-08-05,4,69.0
1424,"Keith, Toby",Country Comes To Tow...,2000-08-05,5,66.0
1741,"Keith, Toby",Country Comes To Tow...,2000-08-05,6,62.0
2058,"Keith, Toby",Country Comes To Tow...,2000-08-05,7,59.0
2375,"Keith, Toby",Country Comes To Tow...,2000-08-05,8,58.0
2692,"Keith, Toby",Country Comes To Tow...,2000-08-05,9,55.0
3009,"Keith, Toby",Country Comes To Tow...,2000-08-05,10,55.0
3326,"Keith, Toby",Country Comes To Tow...,2000-08-05,11,54.0
3643,"Keith, Toby",Country Comes To Tow...,2000-08-05,12,62.0
3960,"Keith, Toby",Country Comes To Tow...,2000-08-05,13,81.0
4277,"Keith, Toby",Country Comes To Tow...,2000-08-05,14,95.0
4594,"Keith, Toby",Country Comes To Tow...,2000-08-05,15,93.0
157,"Keith, Toby",How Do You Like Me N...,2000-01-29,1,77.0
474,"Keith, Toby",How Do You Like Me N...,2000-01-29,2,72.0
791,"Keith, Toby",How Do You Like Me N...,2000-01-29,3,59.0
1108,"Keith, Toby",How Do You Like Me N...,2000-01-29,4,53.0
1425,"Keith, Toby",How Do You Like Me N...,2000-01-29,5,45.0
1742,"Keith, Toby",How Do You Like Me N...,2000-01-29,6,43.0
2059,"Keith, Toby",How Do You Like Me N...,2000-01-29,7,41.0
2376,"Keith, Toby",How Do You Like Me N...,2000-01-29,8,36.0
2693,"Keith, Toby",How Do You Like Me N...,2000-01-29,9,36.0
3010,"Keith, Toby",How Do You Like Me N...,2000-01-29,10,32.0
3327,"Keith, Toby",How Do You Like Me N...,2000-01-29,11,31.0
3644,"Keith, Toby",How Do You Like Me N...,2000-01-29,12,31.0
3961,"Keith, Toby",How Do You Like Me N...,2000-01-29,13,35.0
4278,"Keith, Toby",How Do You Like Me N...,2000-01-29,14,35.0
4595,"Keith, Toby",How Do You Like Me N...,2000-01-29,15,38.0
4912,"Keith, Toby",How Do You Like Me N...,2000-01-29,16,43.0
5229,"Keith, Toby",How Do You Like Me N...,2000-01-29,17,45.0
5546,"Keith, Toby",How Do You Like Me N...,2000-01-29,18,51.0
5863,"Keith, Toby",How Do You Like Me N...,2000-01-29,19,52.0
6180,"Keith, Toby",How Do You Like Me N...,2000-01-29,20,54.0
158,Kelis,Caught Out There,1999-12-04,1,84.0
475,Kelis,Caught Out There,1999-12-04,2,68.0
792,Kelis,Caught Out There,1999-12-04,3,67.0
1109,Kelis,Caught Out There,1999-12-04,4,63.0
1426,Kelis,Caught Out There,1999-12-04,5,63.0
1743,Kelis,Caught Out There,1999-12-04,6,54.0
2060,Kelis,Caught Out There,1999-12-04,7,56.0
2377,Kelis,Caught Out There,1999-12-04,8,59.0
2694,Kelis,Caught Out There,1999-12-04,9,68.0
3011,Kelis,Caught Out There,1999-12-04,10,67.0
3328,Kelis,Caught Out There,1999-12-04,11,75.0
3645,Kelis,Caught Out There,1999-12-04,12,90.0
159,Kenny G,Auld Lang Syne (The ...,1999-12-25,1,89.0
476,Kenny G,Auld Lang Syne (The ...,1999-12-25,2,89.0
793,Kenny G,Auld Lang Syne (The ...,1999-12-25,3,7.0
1110,Kenny G,Auld Lang Syne (The ...,1999-12-25,4,8.0
1427,Kenny G,Auld Lang Syne (The ...,1999-12-25,5,66.0
160,Kid Rock,Only God Knows Why,2000-02-19,1,63.0
477,Kid Rock,Only God Knows Why,2000-02-19,2,47.0
794,Kid Rock,Only God Knows Why,2000-02-19,3,46.0
1111,Kid Rock,Only God Knows Why,2000-02-19,4,39.0
1428,Kid Rock,Only God Knows Why,2000-02-19,5,35.0
1745,Kid Rock,Only God Knows Why,2000-02-19,6,26.0
2062,Kid Rock,Only God Knows Why,2000-02-19,7,26.0
2379,Kid Rock,Only God Knows Why,2000-02-19,8,23.0
2696,Kid Rock,Only God Knows Why,2000-02-19,9,19.0
3013,Kid Rock,Only God Knows Why,2000-02-19,10,19.0
3330,Kid Rock,Only God Knows Why,2000-02-19,11,21.0
3647,Kid Rock,Only God Knows Why,2000-02-19,12,25.0
3964,Kid Rock,Only God Knows Why,2000-02-19,13,25.0
4281,Kid Rock,Only God Knows Why,2000-02-19,14,29.0
4598,Kid Rock,Only God Knows Why,2000-02-19,15,32.0
4915,Kid Rock,Only God Knows Why,2000-02-19,16,44.0
5232,Kid Rock,Only God Knows Why,2000-02-19,17,52.0
5549,Kid Rock,Only God Knows Why,2000-02-19,18,62.0
5866,Kid Rock,Only God Knows Why,2000-02-19,19,69.0
6183,Kid Rock,Only God Knows Why,2000-02-19,20,78.0
161,"Kravitz, Lenny",I Belong To You,2000-03-25,1,78.0
478,"Kravitz, Lenny",I Belong To You,2000-03-25,2,77.0
795,"Kravitz, Lenny",I Belong To You,2000-03-25,3,71.0
1112,"Kravitz, Lenny",I Belong To You,2000-03-25,4,71.0
1429,"Kravitz, Lenny",I Belong To You,2000-03-25,5,71.0
1746,"Kravitz, Lenny",I Belong To You,2000-03-25,6,83.0
2063,"Kravitz, Lenny",I Belong To You,2000-03-25,7,90.0
2380,"Kravitz, Lenny",I Belong To You,2000-03-25,8,90.0
2697,"Kravitz, Lenny",I Belong To You,2000-03-25,9,93.0
162,Kumbia Kings,U Don't Love Me,2000-03-04,1,81.0
479,Kumbia Kings,U Don't Love Me,2000-03-04,2,64.0
796,Kumbia Kings,U Don't Love Me,2000-03-04,3,62.0
1113,Kumbia Kings,U Don't Love Me,2000-03-04,4,67.0
1430,Kumbia Kings,U Don't Love Me,2000-03-04,5,70.0
1747,Kumbia Kings,U Don't Love Me,2000-03-04,6,70.0
2064,Kumbia Kings,U Don't Love Me,2000-03-04,7,75.0
2381,Kumbia Kings,U Don't Love Me,2000-03-04,8,87.0
2698,Kumbia Kings,U Don't Love Me,2000-03-04,9,89.0
3015,Kumbia Kings,U Don't Love Me,2000-03-04,10,100.0
163,LFO,I Don't Wanna Kiss Y...,2000-04-15,1,63.0
480,LFO,I Don't Wanna Kiss Y...,2000-04-15,2,61.0
797,LFO,I Don't Wanna Kiss Y...,2000-04-15,3,68.0
1114,LFO,I Don't Wanna Kiss Y...,2000-04-15,4,73.0
1431,LFO,I Don't Wanna Kiss Y...,2000-04-15,5,91.0
164,LFO,West Side Story,2000-08-05,1,96.0
481,LFO,West Side Story,2000-08-05,2,84.0
798,LFO,West Side Story,2000-08-05,3,88.0
1115,LFO,West Side Story,2000-08-05,4,96.0
165,LL Cool J,Imagine That,2000-08-12,1,99.0
482,LL Cool J,Imagine That,2000-08-12,2,98.0
166,"Larrieux, Amel",Get Up,2000-03-04,1,100.0
483,"Larrieux, Amel",Get Up,2000-03-04,2,97.0
800,"Larrieux, Amel",Get Up,2000-03-04,3,97.0
167,"Lawrence, Tracy",Lessons Learned,2000-01-29,1,80.0
484,"Lawrence, Tracy",Lessons Learned,2000-01-29,2,73.0
801,"Lawrence, Tracy",Lessons Learned,2000-01-29,3,61.0
1118,"Lawrence, Tracy",Lessons Learned,2000-01-29,4,61.0
1435,"Lawrence, Tracy",Lessons Learned,2000-01-29,5,48.0
1752,"Lawrence, Tracy",Lessons Learned,2000-01-29,6,48.0
2069,"Lawrence, Tracy",Lessons Learned,2000-01-29,7,48.0
2386,"Lawrence, Tracy",Lessons Learned,2000-01-29,8,48.0
2703,"Lawrence, Tracy",Lessons Learned,2000-01-29,9,44.0
3020,"Lawrence, Tracy",Lessons Learned,2000-01-29,10,42.0
3337,"Lawrence, Tracy",Lessons Learned,2000-01-29,11,40.0
3654,"Lawrence, Tracy",Lessons Learned,2000-01-29,12,40.0
3971,"Lawrence, Tracy",Lessons Learned,2000-01-29,13,50.0
4288,"Lawrence, Tracy",Lessons Learned,2000-01-29,14,66.0
4605,"Lawrence, Tracy",Lessons Learned,2000-01-29,15,81.0
4922,"Lawrence, Tracy",Lessons Learned,2000-01-29,16,93.0
5239,"Lawrence, Tracy",Lessons Learned,2000-01-29,17,94.0
5556,"Lawrence, Tracy",Lessons Learned,2000-01-29,18,99.0
5873,"Lawrence, Tracy",Lessons Learned,2000-01-29,19,99.0
6190,"Lawrence, Tracy",Lessons Learned,2000-01-29,20,100.0
168,"Levert, Gerald",Baby U Are,2000-08-19,1,96.0
485,"Levert, Gerald",Baby U Are,2000-08-19,2,89.0
802,"Levert, Gerald",Baby U Are,2000-08-19,3,92.0
1119,"Levert, Gerald",Baby U Are,2000-08-19,4,96.0
1436,"Levert, Gerald",Baby U Are,2000-08-19,5,96.0
169,"Levert, Gerald",Mr. Too Damn Good,2000-03-18,1,84.0
486,"Levert, Gerald",Mr. Too Damn Good,2000-03-18,2,83.0
803,"Levert, Gerald",Mr. Too Damn Good,2000-03-18,3,83.0
1120,"Levert, Gerald",Mr. Too Damn Good,2000-03-18,4,76.0
1437,"Levert, Gerald",Mr. Too Damn Good,2000-03-18,5,86.0
1754,"Levert, Gerald",Mr. Too Damn Good,2000-03-18,6,86.0
2071,"Levert, Gerald",Mr. Too Damn Good,2000-03-18,7,88.0
2388,"Levert, Gerald",Mr. Too Damn Good,2000-03-18,8,97.0
170,Lil Bow Wow,Bounce With Me,2000-08-19,1,48.0
487,Lil Bow Wow,Bounce With Me,2000-08-19,2,35.0
804,Lil Bow Wow,Bounce With Me,2000-08-19,3,24.0
1121,Lil Bow Wow,Bounce With Me,2000-08-19,4,24.0
1438,Lil Bow Wow,Bounce With Me,2000-08-19,5,20.0
1755,Lil Bow Wow,Bounce With Me,2000-08-19,6,20.0
2072,Lil Bow Wow,Bounce With Me,2000-08-19,7,20.0
2389,Lil Bow Wow,Bounce With Me,2000-08-19,8,20.0
2706,Lil Bow Wow,Bounce With Me,2000-08-19,9,22.0
3023,Lil Bow Wow,Bounce With Me,2000-08-19,10,27.0
3340,Lil Bow Wow,Bounce With Me,2000-08-19,11,27.0
3657,Lil Bow Wow,Bounce With Me,2000-08-19,12,36.0
3974,Lil Bow Wow,Bounce With Me,2000-08-19,13,40.0
4291,Lil Bow Wow,Bounce With Me,2000-08-19,14,53.0
4608,Lil Bow Wow,Bounce With Me,2000-08-19,15,61.0
4925,Lil Bow Wow,Bounce With Me,2000-08-19,16,69.0
5242,Lil Bow Wow,Bounce With Me,2000-08-19,17,80.0
5559,Lil Bow Wow,Bounce With Me,2000-08-19,18,90.0
5876,Lil Bow Wow,Bounce With Me,2000-08-19,19,99.0
6827,Lil Bow Wow,Bounce With Me,2000-08-19,22,100.0
171,Lil Wayne,Tha Block Is Hot,1999-12-04,1,99.0
488,Lil Wayne,Tha Block Is Hot,1999-12-04,2,89.0
805,Lil Wayne,Tha Block Is Hot,1999-12-04,3,92.0
1122,Lil Wayne,Tha Block Is Hot,1999-12-04,4,84.0
1439,Lil Wayne,Tha Block Is Hot,1999-12-04,5,84.0
1756,Lil Wayne,Tha Block Is Hot,1999-12-04,6,72.0
2073,Lil Wayne,Tha Block Is Hot,1999-12-04,7,81.0
2390,Lil Wayne,Tha Block Is Hot,1999-12-04,8,81.0
2707,Lil Wayne,Tha Block Is Hot,1999-12-04,9,86.0
3024,Lil Wayne,Tha Block Is Hot,1999-12-04,10,87.0
3341,Lil Wayne,Tha Block Is Hot,1999-12-04,11,95.0
172,Lil' Kim,How Many Licks?,2000-11-25,1,79.0
489,Lil' Kim,How Many Licks?,2000-11-25,2,75.0
806,Lil' Kim,How Many Licks?,2000-11-25,3,77.0
1123,Lil' Kim,How Many Licks?,2000-11-25,4,86.0
1440,Lil' Kim,How Many Licks?,2000-11-25,5,86.0
1757,Lil' Kim,How Many Licks?,2000-11-25,6,89.0
2708,Lil' Kim,How Many Licks?,2000-11-25,9,96.0
3025,Lil' Kim,How Many Licks?,2000-11-25,10,96.0
3342,Lil' Kim,How Many Licks?,2000-11-25,11,96.0
173,Lil' Kim,No Matter What They ...,2000-07-15,1,80.0
490,Lil' Kim,No Matter What They ...,2000-07-15,2,72.0
807,Lil' Kim,No Matter What They ...,2000-07-15,3,67.0
1124,Lil' Kim,No Matter What They ...,2000-07-15,4,60.0
1441,Lil' Kim,No Matter What They ...,2000-07-15,5,65.0
1758,Lil' Kim,No Matter What They ...,2000-07-15,6,73.0
2075,Lil' Kim,No Matter What They ...,2000-07-15,7,81.0
2392,Lil' Kim,No Matter What They ...,2000-07-15,8,86.0
2709,Lil' Kim,No Matter What They ...,2000-07-15,9,90.0
3026,Lil' Kim,No Matter What They ...,2000-07-15,10,97.0
174,Lil' Mo,Ta Da,2000-08-12,1,100.0
491,Lil' Mo,Ta Da,2000-08-12,2,99.0
808,Lil' Mo,Ta Da,2000-08-12,3,97.0
1125,Lil' Mo,Ta Da,2000-08-12,4,97.0
1442,Lil' Mo,Ta Da,2000-08-12,5,100.0
1759,Lil' Mo,Ta Da,2000-08-12,6,95.0
2076,Lil' Mo,Ta Da,2000-08-12,7,99.0
175,Lil' Zane,Callin' Me,2000-07-29,1,83.0
492,Lil' Zane,Callin' Me,2000-07-29,2,89.0
809,Lil' Zane,Callin' Me,2000-07-29,3,57.0
1126,Lil' Zane,Callin' Me,2000-07-29,4,40.0
1443,Lil' Zane,Callin' Me,2000-07-29,5,34.0
1760,Lil' Zane,Callin' Me,2000-07-29,6,21.0
2077,Lil' Zane,Callin' Me,2000-07-29,7,33.0
2394,Lil' Zane,Callin' Me,2000-07-29,8,46.0
2711,Lil' Zane,Callin' Me,2000-07-29,9,45.0
3028,Lil' Zane,Callin' Me,2000-07-29,10,59.0
3345,Lil' Zane,Callin' Me,2000-07-29,11,67.0
3662,Lil' Zane,Callin' Me,2000-07-29,12,84.0
3979,Lil' Zane,Callin' Me,2000-07-29,13,95.0
176,Limp Bizkit,N 2 Gether Now,1999-12-04,1,94.0
493,Limp Bizkit,N 2 Gether Now,1999-12-04,2,88.0
810,Limp Bizkit,N 2 Gether Now,1999-12-04,3,85.0
1127,Limp Bizkit,N 2 Gether Now,1999-12-04,4,78.0
1444,Limp Bizkit,N 2 Gether Now,1999-12-04,5,78.0
1761,Limp Bizkit,N 2 Gether Now,1999-12-04,6,73.0
2078,Limp Bizkit,N 2 Gether Now,1999-12-04,7,84.0
2395,Limp Bizkit,N 2 Gether Now,1999-12-04,8,86.0
2712,Limp Bizkit,N 2 Gether Now,1999-12-04,9,90.0
3029,Limp Bizkit,N 2 Gether Now,1999-12-04,10,97.0
3346,Limp Bizkit,N 2 Gether Now,1999-12-04,11,96.0
177,Limp Bizkit,Re-Arranged,1999-12-04,1,91.0
494,Limp Bizkit,Re-Arranged,1999-12-04,2,91.0
811,Limp Bizkit,Re-Arranged,1999-12-04,3,90.0
1128,Limp Bizkit,Re-Arranged,1999-12-04,4,95.0
1445,Limp Bizkit,Re-Arranged,1999-12-04,5,95.0
1762,Limp Bizkit,Re-Arranged,1999-12-04,6,99.0
2079,Limp Bizkit,Re-Arranged,1999-12-04,7,96.0
2396,Limp Bizkit,Re-Arranged,1999-12-04,8,96.0
2713,Limp Bizkit,Re-Arranged,1999-12-04,9,92.0
3030,Limp Bizkit,Re-Arranged,1999-12-04,10,88.0
3347,Limp Bizkit,Re-Arranged,1999-12-04,11,89.0
3664,Limp Bizkit,Re-Arranged,1999-12-04,12,93.0
3981,Limp Bizkit,Re-Arranged,1999-12-04,13,91.0
